MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FireplaceQu_Score,FireplaceFeature,GarageCapacityScore,TotalSize,BasementUtilityScore
190,RL,107.0,10615,No,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,0,538,GasA,TA,Y,SBrkr,0,0,2,0,3,2,TA,Typ,CarPort,1920.0,Unf,Fa,Fa,Y,0,74,0,0,0,0,No,No,0,8,2009,WD,Abnorml,95000,0,0,840,2677,440
20,RL,89.0,12461,No,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,0,168,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,1994.0,RFn,TA,TA,Y,0,114,192,0,0,0,No,GdPrv,0,7,2006,WD,Normal,262000,2,2,2271,3248,1456
60,RL,68.0,8935,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,831,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2002.0,RFn,TA,TA,Y,144,68,0,0,0,0,No,No,0,7,2009,WD,Normal,195000,0,0,986,2491,0
60,RL,60.0,7500,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,0,994,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,1999.0,Fin,TA,TA,Y,140,60,0,0,0,0,No,No,0,6,2010,WD,Normal,189000,3,3,884,2798,0
190,RL,73.0,32463,No,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,0,90,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,2Types,1975.0,Fin,TA,TA,Y,439,0,0,0,0,0,No,No,0,3,2007,WD,Normal,168000,3,3,5424,2871,1159
160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,776,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,Typ,Detchd,1999.0,Unf,TA,TA,Y,206,0,0,0,0,0,No,No,0,11,2007,WD,Normal,174000,0,0,984,2217,0
50,RM,60.0,9600,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,0,702,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,Gd,Typ,Detchd,1925.0,Unf,TA,Fa,P,0,0,84,0,0,0,No,GdWo,0,7,2007,WD,Normal,125000,0,0,250,2174,0
120,RM,73.0,4500,No,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,0,341,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,TA,Typ,Attchd,1999.0,Fin,TA,TA,Y,0,304,0,0,0,0,No,No,0,6,2009,WD,Normal,165000,0,0,804,2448,883
60,RL,80.0,9364,No,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,0,292,GasA,TA,Y,SBrkr,0,0,1,1,4,1,TA,Typ,Attchd,1969.0,Fin,TA,TA,Y,379,36,0,0,0,0,No,MnPrv,0,3,2010,WD,Normal,158000,0,0,299,2015,0
60,RL,51.0,8029,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,0,728,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2005.0,Fin,TA,TA,Y,100,24,0,0,0,0,No,No,0,7,2008,WD,Normal,176000,0,0,800,2184,0
60,RL,58.0,14054,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,0,879,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,Typ,BuiltIn,2006.0,Fin,TA,TA,Y,100,17,0,0,0,0,No,No,0,11,2006,New,Partial,219210,4,4,1980,2742,0
75,RM,65.0,8850,No,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,0,815,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1916.0,Unf,TA,TA,Y,0,0,330,0,0,0,No,No,0,7,2006,ConLw,Normal,144000,4,4,225,2505,0
20,RL,70.0,9100,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,1212,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2001.0,RFn,TA,TA,Y,356,0,0,0,0,0,No,No,0,6,2009,WD,Normal,178000,0,0,1146,2424,0
20,RL,75.0,11235,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,504,GasA,Gd,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Attchd,1974.0,Unf,TA,TA,Y,0,82,0,0,0,0,No,No,0,10,2006,WD,Normal,148000,1,1,918,2433,0
20,RL,71.0,9353,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,864,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1972.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,7,2006,Oth,Abnorml,116050,0,0,280,1728,0
60,RL,80.0,10400,No,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,0,866,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,1998.0,RFn,TA,TA,Y,198,36,0,0,0,0,No,No,0,3,2009,WD,Normal,197900,0,0,1092,2645,0
50,RM,50.0,6000,No,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,0,884,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1960.0,Unf,TA,TA,N,0,0,208,0,0,0,No,No,0,5,2009,WD,Normal,117000,2,2,216,2232,0
20,RL,75.0,9750,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,1630,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2000.0,Unf,TA,TA,Y,74,234,0,0,0,0,No,No,0,10,2009,WD,Normal,213000,3,3,902,3260,0
20,RL,78.0,10140,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,0,268,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Attchd,1975.0,RFn,TA,TA,Y,0,88,0,0,0,0,No,MnPrv,0,7,2006,WD,Normal,153500,0,0,990,2130,788
20,RL,90.0,14684,No,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,177,1496,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,1990.0,RFn,TA,TA,Y,84,70,0,0,0,0,No,No,0,6,2009,WD,Normal,271900,3,3,2103,4354,0
20,RH,66.5,8900,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,0,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,Typ,Detchd,1966.0,Unf,TA,TA,Y,0,42,0,0,0,0,No,MnPrv,0,11,2006,WD,Normal,107000,0,0,384,2112,1056
20,RL,70.0,9135,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,1342,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2003.0,RFn,TA,TA,Y,192,23,0,0,0,0,No,No,0,5,2006,WD,Normal,200000,0,0,1088,3382,340
20,RL,70.0,7763,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,108,319,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1980.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,10,2008,WD,Normal,140000,0,0,1012,2214,504
20,RL,85.0,10182,No,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,0,440,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2006.0,RFn,TA,TA,Y,322,50,0,0,0,0,No,No,0,5,2006,New,Partial,290000,4,4,1000,3320,1220
60,RL,70.0,11218,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,1055,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,1992.0,RFn,TA,TA,Y,635,104,0,0,0,0,No,GdPrv,400,5,2010,WD,Normal,189000,3,3,924,2900,0
50,RL,152.0,12134,No,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,0,132,GasA,Gd,Y,SBrkr,0,0,2,0,4,1,TA,Typ,Basment,1988.0,RFn,TA,TA,Y,325,12,0,0,0,0,No,No,0,6,2010,WD,Normal,164000,0,0,984,2311,0
30,RL,50.0,9340,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,328,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,Typ,Attchd,1941.0,Unf,TA,TA,N,0,113,0,0,0,0,No,No,0,8,2009,WD,Normal,113000,0,0,234,1344,344
80,RL,71.0,10246,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,0,0,GasA,Ex,Y,SBrkr,0,1,0,0,0,1,TA,Typ,Attchd,1965.0,Unf,TA,TA,Y,88,0,0,0,0,0,No,No,0,5,2006,WD,Normal,145000,0,0,364,1608,648
85,RL,69.0,10205,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,0,141,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1962.0,Unf,TA,TA,Y,150,72,0,0,0,0,No,No,0,5,2006,WD,Normal,134500,0,0,300,1924,784
20,RL,99.0,7094,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,374,340,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1966.0,RFn,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,0,5,2007,WD,Normal,125000,0,0,384,1788,0
90,RM,68.0,8930,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,Slab,No,No,No,No,No,0,0,GasA,TA,Y,SBrkr,0,0,2,0,4,2,TA,Typ,Attchd,1978.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,4,2010,WD,Normal,112000,0,0,1078,1902,0
20,FV,72.0,8640,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,0,364,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2009.0,RFn,TA,TA,Y,135,112,0,0,0,0,No,No,0,9,2009,New,Partial,229456,0,0,1104,2614,936
50,RM,52.0,6240,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,TA,Slab,No,No,No,No,No,0,0,GasA,Gd,N,SBrkr,0,0,1,0,2,1,TA,Typ,No,No,No,No,No,N,0,0,0,0,0,0,No,No,0,7,2006,WD,Normal,80500,0,0,0,912,0
160,RM,21.0,1680,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,672,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Typ,No,No,No,No,No,N,201,0,0,0,0,0,No,No,0,4,2006,WD,Abnorml,91500,0,0,0,1890,0
20,RL,66.0,7800,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,600,0,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,Typ,Attchd,1964.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,11,2006,WD,Abnorml,115000,0,0,288,1824,0
20,RL,55.0,8250,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,492,210,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1968.0,Unf,TA,TA,Y,0,63,0,0,0,0,No,No,0,8,2008,WD,Normal,134000,3,3,322,2163,0
50,RL,78.0,10496,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,0,844,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,Typ,Attchd,1949.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,GdWo,0,1,2007,WD,Normal,143000,4,4,315,2886,0
20,RL,89.0,10680,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,0,1380,GasA,TA,N,FuseA,0,0,2,0,4,1,TA,Mod,Detchd,1951.0,Unf,TA,TA,Y,0,30,0,0,0,0,No,MnPrv,0,10,2006,WD,Normal,137900,0,0,1056,4272,0
60,RL,60.0,15384,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,64,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2004.0,Fin,TA,TA,Y,100,75,0,0,0,0,No,No,0,2,2008,WD,Normal,184000,4,4,776,2278,724
80,RL,65.0,10482,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,0,81,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,Typ,Attchd,1958.0,RFn,TA,TA,Y,224,0,0,0,0,0,No,MnWw,0,6,2007,WD,Normal,145000,0,0,264,1726,0
60,RL,86.0,14598,No,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,0,894,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,Typ,BuiltIn,2007.0,Fin,TA,TA,Y,100,18,0,0,0,0,No,No,0,1,2008,WD,Normal,214000,4,4,2004,2827,0
20,RL,72.0,8872,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,0,317,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,Gd,Typ,Detchd,1992.0,Unf,TA,TA,Y,0,240,0,0,0,0,No,No,0,12,2008,WD,Normal,147000,0,0,1152,1824,595
120,RL,65.0,8769,No,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,0,162,GasA,Ex,Y,SBrkr,0,0,1,1,1,1,Ex,Typ,Attchd,2008.0,Fin,TA,TA,Y,0,72,0,0,224,0,No,No,0,10,2008,New,Partial,367294,4,4,3156,3404,1540
80,RL,70.0,7910,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,0,409,GasA,Gd,Y,SBrkr,0,0,2,0,4,1,TA,Maj1,Basment,1960.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,GdWo,0,8,2008,WD,Normal,127000,0,0,404,2582,0
90,RL,71.0,18890,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,No,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,211,652,GasA,Ex,Y,SBrkr,0,0,2,2,4,2,TA,Typ,BuiltIn,1977.0,RFn,TA,TA,N,155,24,145,0,0,0,No,No,8300,8,2007,WD,Normal,190000,3,3,1200,3981,0
90,RL,70.0,7728,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,0,303,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1962.0,Unf,TA,TA,Y,0,18,0,0,0,0,No,GdWo,0,5,2006,WD,Normal,132500,0,0,1080,2296,803
90,RL,70.0,9842,No,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,Slab,No,No,No,No,No,0,0,GasA,TA,Y,SBrkr,0,0,2,0,2,2,TA,Typ,CarPort,1962.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,3,2007,WD,Normal,101800,0,0,924,1224,0
20,RL,73.0,12160,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,188,GasA,Fa,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1959.0,RFn,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,0,5,2010,COD,Abnorml,142000,0,0,1062,2376,1000
70,RH,55.0,8525,No,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,PConc,TA,TA,Av,Unf,Unf,0,940,GasA,TA,N,FuseA,0,0,1,1,4,1,TA,Typ,No,No,No,No,No,N,0,192,0,0,0,0,No,No,0,11,2008,WD,Abnorml,130000,0,0,0,2904,0
70,RL,96.0,13132,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,0,747,GasA,Gd,Y,FuseF,0,0,1,1,4,1,TA,Typ,Detchd,1914.0,Unf,Fa,Fa,N,203,40,0,0,0,0,No,No,0,7,2006,WD,Normal,138887,0,0,180,2531,0
160,RL,36.0,2628,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,764,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,Typ,BuiltIn,2003.0,RFn,TA,TA,Y,0,27,0,0,0,0,No,No,0,6,2010,WD,Normal,175500,0,0,948,2390,0
60,RL,41.0,12393,No,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,847,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,Typ,BuiltIn,2004.0,Fin,TA,TA,Y,100,48,0,0,0,0,No,No,0,9,2006,WD,Normal,195000,4,4,868,2795,0
20,RL,63.0,13072,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,1141,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Detchd,2005.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,3,2006,WD,Abnorml,142500,0,0,968,2282,0
20,RL,64.0,9037,No,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,1048,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Ex,Typ,Attchd,2006.0,RFn,TA,TA,Y,120,33,0,0,0,0,No,No,0,12,2007,WD,Normal,265900,4,4,944,2960,0
60,RL,65.0,8158,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,0,334,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2003.0,RFn,TA,TA,Y,0,63,0,0,0,0,No,No,0,7,2008,WD,Normal,224900,0,0,1086,2652,550
20,RL,83.0,9849,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,0,1689,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2007.0,RFn,TA,TA,Y,0,56,0,0,0,0,No,No,0,6,2007,New,Partial,248328,0,0,2862,3378,0
85,RL,85.0,10625,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,168,0,GasA,TA,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,1974.0,RFn,TA,TA,Y,0,120,0,0,0,0,No,MnPrv,0,1,2010,WD,Family,170000,3,6,1056,2226,885
